id,LOCATION,TIME,GENDER,Population (% of total),EDU_TERTIARY_PC_WKGPOP,CPI_AGRWTH,GDP_USD_CAP,GOV_SPEND_EDU,%_Sanitation_Access,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM],Population ages 00-04 (as % of specified gender population),Population ages 05-09 (as % of specified gender population),Population ages 10-14 (as % of specified gender population),Population ages 15-19 (as % of specified gender population),Population ages 20-24 (as % of specified gender population),Population ages 25-29 (as % of specified gender population),Population ages 30-34 (as % of specified gender population),Population ages 35-39 (as % of specified gender population),Population ages 40-44 (as % of specified gender population),Population ages 45-49 (as % of specified gender population),Population ages 50-54 (as % of specified gender population),Population ages 55-59 (as % of specified gender population),Population ages 60-64 (as % of specified gender population),Population ages 65-69 (as % of specified gender population),Population ages 70-74 (as % of specified gender population),Population ages 75-79 (as % of specified gender population),Population ages 80 and older (as % of specified gender population),TER_Enrolment_rate,"GNI per capita, Atlas method (current US$)",Quality_of_life_measure
847,LVA,2015,MEN,45.89668018,22.299984,0.1742414,24545.76743,,87.8,,,,,,,,,,,,5.669233999,5.961940501,5.25778291,4.91598219,6.982531643,8.206825518,7.675208404,7.088155282,7.406228952,7.010085636,7.473145791,7.000900972,5.642554736,4.37671119,3.71935165,3.032797999,2.580562626,,14970,0.491262977
848,LVA,2015,WOMEN,54.10331982,40.124584,0.1742414,24545.76743,,87.8,,,,,,,,,,,,4.541512421,4.847885027,4.250073509,3.923016346,5.62842559,6.576019456,6.207685936,6.036736886,6.515078856,6.415459063,7.233009213,7.277346515,6.535206878,5.801137001,5.832581238,5.597352377,6.781473687,,14970,0.589618289
849,LVA,2016,MEN,45.91362915,24.061266,0.1406308,25572.55882,,,,,,,,,,,,,,5.517717797,6.070031169,5.430068307,4.738156819,6.510157614,8.09801711,7.837721334,7.137299114,7.391847382,7.024670071,7.383005062,7.106350996,5.820125119,4.451665672,3.674425802,3.033799766,2.774940867,,14570,0.49156251
850,LVA,2016,WOMEN,54.08637085,41.924561,0.1406308,25572.55882,,,,,,,,,,,,,,4.401821754,4.93410497,4.396942726,3.775617244,5.244017092,6.502524897,6.321156405,6.037891284,6.496895249,6.411606082,7.131450404,7.367801791,6.707256429,5.860182063,5.726853233,5.582640417,7.10123796,,14570,0.59524734
875,NLD,2000,MEN,49.53313373,26.100851,2.360522,31598.90023,4.626130104,98.1,100,100,100,100,4.72271011,2972,3.32,35296.64976,1.753151838,89631,2013325.315,6.314772701,6.467572768,6.30218514,6.037605498,6.171593943,7.36397701,8.498911106,8.55012334,7.857642665,7.325200222,7.508106491,5.660916699,4.684854616,3.98772174,3.079439809,2.263162432,1.926213819,52.04354095,28460,0.562523434
876,NLD,2000,WOMEN,50.46686627,20.581749,2.360522,31598.90023,4.626130104,98.1,100,100,100,100,4.72271011,2972,3.32,35296.64976,1.753151838,89631,2013325.315,5.886283806,6.054720354,5.92151887,5.690960613,5.851919664,6.998328325,8.067000869,8.07421709,7.478829101,7.042496574,7.109669636,5.352644272,4.606835403,4.272960771,3.802189451,3.420911712,4.368513488,53.99462128,28460,0.531141736
877,NLD,2001,MEN,49.53981468,25.742794,4.155841,32870.73849,4.747739792,98,100,100,100,100,4.758227764,3302,3.53,36566.7353,1.783861001,93663,2049864.607,6.263333545,6.446665254,6.336222643,6.082244964,6.069907753,7.077904509,8.301922173,8.56112962,7.946108946,7.282457734,7.527437692,5.930947156,4.737930043,4.015844054,3.111535317,2.281375865,2.027032732,53.49148178,27020,0.567985256
878,NLD,2001,WOMEN,50.46018532,20.608261,4.155841,32870.73849,4.747739792,98,100,100,100,100,4.758227764,3302,3.53,36566.7353,1.783861001,93663,2049864.607,5.836601293,6.03351401,5.951809337,5.731760984,5.767973822,6.754071532,7.904964252,8.100182004,7.558931846,7.015442356,7.167754021,5.619559337,4.63794029,4.265308089,3.780251545,3.395135999,4.478799283,56.76744843,27020,0.539822041
879,NLD,2002,MEN,49.54933023,27.422941,3.287531,33995.11953,4.86548996,98,100,100,100,100,4.817145816,3974,4.14,39618.34544,1.934858003,95981,2047609.973,6.280669153,6.40397526,6.354993559,6.124353639,6.024598835,6.797808175,8.05875499,8.539552347,8.035955324,7.298310958,7.411908416,6.273929471,4.793805205,4.04114062,3.163065342,2.282735153,2.114443551,54.37422943,26640,0.566984845
880,NLD,2002,WOMEN,50.45066977,22.565882,3.287531,33995.11953,4.86548996,98,100,100,100,100,4.817145816,3974,4.14,39618.34544,1.934858003,95981,2047609.973,5.851190399,5.992089847,5.967876599,5.76944608,5.729410558,6.513388277,7.701658337,8.102124294,7.641211342,7.032533599,7.100953249,5.961306541,4.674190326,4.254727797,3.787244786,3.342129501,4.578518469,58.0717392,26640,0.542276982
881,NLD,2003,MEN,49.5611121,30.133541,2.091998,33705.90896,5.098179817,98,100,100,100,100,4.971925059,3962,4.09,40068.56335,1.92537534,96818,2081078.038,6.335976546,6.34513044,6.362690971,6.159374895,6.021655497,6.543390079,7.785455148,8.482384048,8.118569701,7.359518866,7.222322548,6.628789058,4.873396045,4.070879783,3.225919344,2.283379642,2.181167389,54.64381027,30540,0.562852854
882,NLD,2003,WOMEN,50.4388879,24.90634,2.091998,33705.90896,5.098179817,98,100,100,100,100,4.971925059,3962,4.09,40068.56335,1.92537534,96818,2081078.038,5.900610629,5.935328525,5.973729921,5.801033778,5.723056183,6.292126196,7.472950757,8.074927511,7.718888567,7.085338964,6.961433887,6.320027784,4.736600446,4.247955536,3.811295689,3.283062341,4.661633286,59.02706909,30540,0.544066677
883,NLD,2004,MEN,49.57411604,32.069435,1.263647,35440.99148,5.114039898,97.9,100,100,100,100,4.953732889,5307,5.24,47057.29137,2.240756713,101214,2100062.497,6.37418294,6.285468566,6.360485035,6.187824543,6.039587443,6.338278575,7.506192234,8.386214557,8.185105522,7.441083834,7.053913644,6.905973785,5.009829424,4.114783991,3.289491366,2.300480281,2.221104262,56.00027847,37100,0.565790169
884,NLD,2004,WOMEN,50.42588396,26.959208,1.263647,35440.99148,5.114039898,97.9,100,100,100,100,4.953732889,5307,5.24,47057.29137,2.240756713,101214,2100062.497,5.934124084,5.87739664,5.970322987,5.826404038,5.730932931,6.110589172,7.240182463,8.012486613,7.785321144,7.155474838,6.832862614,6.609703011,4.857824637,4.255154904,3.836876759,3.245396664,4.718946504,60.18209839,37100,0.547616934
885,NLD,2005,MEN,49.58757946,32.676991,1.68813,37271.89023,5.155099869,97.9,100,100,100,100,4.768179223,7445,7.45,57329.30209,2.773758169,99921,2066845.723,6.354179822,6.245013754,6.345789067,6.211894296,6.062721205,6.193745129,7.239041039,8.250120902,8.229741593,7.526409009,6.963834119,7.055614937,5.218446108,4.178707072,3.349463873,2.340909861,2.234368214,57.51477051,41950,0.569408399
886,NLD,2005,WOMEN,50.41242054,27.521421,1.68813,37271.89023,5.155099869,97.9,100,100,100,100,4.768179223,7445,7.45,57329.30209,2.773758169,99921,2066845.723,5.914221148,5.836873679,5.954870382,5.84661786,5.741383126,5.9784067,7.01711946,7.913062996,7.836200312,7.230109811,6.766388586,6.78094426,5.053133663,4.283113067,3.856538503,3.241649152,4.749367295,62.07304001,41950,0.554384045
887,NLD,2006,MEN,49.60171151,32.231956,1.101501,40615.31864,5.092339993,97.9,100,100,100,100,4.554004701,8051,8.15,64887.7881,3.153638471,98833,2057553.163,6.3480256,6.209748327,6.314707105,6.255881628,6.096548832,6.079515564,6.954527673,8.046152922,8.239049473,7.613932208,6.927917024,7.075673574,5.47437468,4.237016272,3.391668292,2.389415584,2.345845244,58.15853882,45850,0.579624176
888,NLD,2006,WOMEN,50.39828849,28.130663,1.101501,40615.31864,5.092339993,97.9,100,100,100,100,4.554004701,8051,8.15,64887.7881,3.153638471,98833,2057553.163,5.90999626,5.802556704,5.926446509,5.901584064,5.778213233,5.856071306,6.755633184,7.751120651,7.862434403,7.306288062,6.742586435,6.836375785,5.307709567,4.315154903,3.856044513,3.23576272,4.856021702,63.21506882,45850,0.564669424
889,NLD,2007,MEN,49.61663061,32.871872,1.613859,43481.42645,4.936019897,97.9,100,100,100,100,4.386657031,7583,7.21,75023.55269,3.723210932,105165,2015022.895,6.243903571,6.202451819,6.267333883,6.292473546,6.1453473,6.035533736,6.68591721,7.808752974,8.223807713,7.713688663,6.95947435,6.981537182,5.80850756,4.301971431,3.437308652,2.454676264,2.437314146,58.08615112,49090,0.591953094
890,NLD,2007,WOMEN,50.38336939,28.725107,1.613859,43481.42645,4.936019897,97.9,100,100,100,100,4.386657031,7583,7.21,75023.55269,3.723210932,105165,2015022.895,5.816231726,5.793951552,5.880054266,5.943648353,5.835710346,5.800997522,6.500243904,7.554446049,7.872380411,7.395094105,6.770792315,6.783261036,5.641898078,4.357703932,3.860265672,3.259085724,4.934235009,63.91501999,49090,0.579840752
891,NLD,2008,MEN,49.63155914,34.200722,2.486502,45859.47847,5.093570232,97.8,100,100,100,100,4.276487633,9531,8.86,81421.52624,3.97578942,107552,2047933.571,6.073821982,6.219164686,6.210676633,6.312338698,6.201179256,6.047470104,6.445484386,7.55045132,8.174079992,7.812340583,7.041447843,6.825452436,6.161244062,4.391655296,3.490243543,2.530886845,2.512062338,58.32860947,52460,0.599850003
892,NLD,2008,WOMEN,50.36844086,30.125334,2.486502,45859.47847,5.093570232,97.8,100,100,100,100,4.276487633,9531,8.86,81421.52624,3.97578942,107552,2047933.571,5.662198944,5.8078358,5.824168121,5.962723244,5.903325359,5.803522054,6.264062362,7.332433438,7.854672296,7.486386237,6.838449616,6.667074076,5.998179839,4.428443642,3.872150157,3.300123481,4.994251334,64.68379211,52460,0.587354303
893,NLD,2009,MEN,49.64553271,34.539516,1.189777,44049.05535,5.491700172,97.8,100,100,100,100,4.350821203,10836,9.53,87353.07792,4.41245063,113691,1979695.304,5.898462467,6.238651678,6.159034731,6.308395251,6.254994231,6.088128159,6.250790476,7.286246911,8.078987959,7.89136963,7.142083541,6.689349986,6.442127977,4.534362006,3.554378181,2.608060743,2.574576075,59.04825974,53520,0.600919162
894,NLD,2009,WOMEN,50.35446729,31.024853,1.189777,44049.05535,5.491700172,97.8,100,100,100,100,4.350821203,10836,9.53,87353.07792,4.41245063,113691,1979695.304,5.503429245,5.82503364,5.772850263,5.953706453,5.967931768,5.840369748,6.067329814,7.097297572,7.795233815,7.565251915,6.921195098,6.560581568,6.288712027,4.55497935,3.896565835,3.343785138,5.04574675,65.95040894,53520,0.596337749
895,NLD,2010,MEN,49.65797668,34.22699,1.275306,44551.9607,5.551509857,97.8,100,100,100,100,4.589628585,11197,9.39,82267.12792,3.87550137,119270,2122748.003,5.760897223,6.229693772,6.126874064,6.28129676,6.298678819,6.137001527,6.114646268,7.027723419,7.936539551,7.938000127,7.240376013,6.623409481,6.599605717,4.743153521,3.632138172,2.681279184,2.628686385,61.58831024,53530,0.588286733
896,NLD,2010,WOMEN,50.34202332,30.543089,1.275306,44551.9607,5.551509857,97.8,100,100,100,100,4.589628585,11197,9.39,82267.12792,3.87550137,119270,2122748.003,5.378898171,5.816796596,5.739413942,5.920219543,6.017903386,5.891631183,5.92632776,6.859087009,7.688542378,7.620554233,7.003398097,6.508930201,6.46239821,4.749882807,3.937263731,3.382559052,5.0961937,68.86875916,53530,0.581308588
897,NLD,2011,MEN,49.66823222,33.408222,2.34107,46066.85667,5.525559902,97.8,100,100,100,100,4.184879854,12322,10.81,92370.39611,4.699750372,113963,1965431.965,5.584149407,6.192800268,6.140328085,6.283056754,6.345585504,6.173469044,6.025279034,6.778041943,7.766785325,7.955117397,7.335231089,6.602677549,6.62559353,4.993181744,3.698134098,2.731633052,2.768936179,73.34248352,54120,0.596692712
898,NLD,2011,WOMEN,50.33176778,30.674158,2.34107,46066.85667,5.525559902,97.8,100,100,100,100,4.184879854,12322,10.81,92370.39611,4.699750372,113963,1965431.965,5.217928897,5.783857421,5.751996194,5.920062982,6.05860709,5.930509286,5.842807815,6.633949159,7.553354498,7.649959069,7.085799294,6.491143433,6.515146191,4.993760707,3.972622611,3.38952891,5.208966443,82.12529755,54120,0.588432568
899,NLD,2012,MEN,49.67679606,35.523708,2.455548,46715.50098,5.477039814,97.8,100,100,100,100,4.254015822,12514,12.11,97593.71988,4.965915322,103298,1965271.527,5.490281983,6.10905003,6.16397623,6.257905908,6.386282862,6.221228491,5.990816617,6.527992699,7.556015492,7.940283074,7.432098819,6.638120869,6.53693724,5.307938029,3.763313998,2.782136144,2.895621515,74.67182159,52500,0.597323043
900,NLD,2012,WOMEN,50.32320394,33.271935,2.455548,46715.50098,5.477039814,97.8,100,100,100,100,4.254015822,12514,12.11,97593.71988,4.965915322,103298,1965271.527,5.133824795,5.70763355,5.773429814,5.896050662,6.090089868,5.981447324,5.810192396,6.402500802,7.380342884,7.656997295,7.170336928,6.517321733,6.45721858,5.305695194,4.012068921,3.39905937,5.305789882,82.49658966,52500,0.591668442
901,NLD,2013,MEN,49.68535663,34.755119,2.506899,48679.15942,5.589719772,97.8,100,100,100,100,4.245298958,12183,11.98,98964.15008,5.028002263,101736,1968259.856,5.459392496,5.982874111,6.191446856,6.214155481,6.417266204,6.280046349,5.9994036,6.295452359,7.317161207,7.890565941,7.521730063,6.716243181,6.388354539,5.632491979,3.847127927,2.839199629,3.007088079,,52330,0.593087522
902,NLD,2013,WOMEN,50.31464337,32.981159,2.506899,48679.15942,5.589719772,97.8,100,100,100,100,4.245298958,12183,11.98,98964.15008,5.028002263,101736,1968259.856,5.108054152,5.592095208,5.798000315,5.85423887,6.110953418,6.042676389,5.817368095,6.18221646,7.180111498,7.637408258,7.249309116,6.578530091,6.336521365,5.631904787,4.073736831,3.415704425,5.391170724,,52330,0.590630632
903,NLD,2014,MEN,49.69641525,34.844147,0.9760351,48612.03321,5.529379845,97.7,100,100,100,100,3.966115532,11708,11.32,100991.6676,5.668454079,103418,1781643.922,5.44976811,5.838287522,6.200691186,6.171358625,6.435721006,6.347270589,6.03258297,6.104758702,7.068741963,7.803283126,7.593844833,6.812612238,6.262978198,5.887945569,3.980233047,2.907855133,3.102067183,,51330,0.601589806
904,NLD,2014,WOMEN,50.30358475,33.994911,0.9760351,48612.03321,5.529379845,97.7,100,100,100,100,3.966115532,11708,11.32,100991.6676,5.668454079,103418,1781643.922,5.101948575,5.459342393,5.805377857,5.811604353,6.120716341,6.109004879,5.847197782,5.998540481,6.967637521,7.584978725,7.315579776,6.655747739,6.228273471,5.893890618,4.187277467,3.445924234,5.466957786,,51330,0.592876701
905,NLD,2015,MEN,49.71155047,35.696461,0.6002482,49550.87358,,97.7,,,,,,,,,,,,5.431116171,5.711685223,6.169443281,6.143458727,6.437851372,6.416379675,6.07929303,5.970260037,6.823724373,7.677212461,7.640622693,6.910252462,6.208788266,6.031563632,4.17629261,2.989565681,3.182490306,,49030,0.587394351
906,NLD,2015,WOMEN,50.28844953,34.965019,0.6002482,49550.87358,,97.7,,,,,,,,,,,,5.087586969,5.343019369,5.774746848,5.781027588,6.116325169,6.172875305,5.889619816,5.866962194,6.752769542,7.495763436,7.364501846,6.734643445,6.17739509,6.04731921,4.366205864,3.493065653,5.536172658,,49030,0.579865584
907,NLD,2016,MEN,49.73146155,36.032528,0.3166667,50551.43754,,,,,,,,,,,,,,5.429776948,5.605273173,6.097458051,6.122789355,6.383311168,6.445574094,6.137325263,5.900998397,6.595158998,7.524391738,7.665193545,7.008603766,6.206039385,6.066433122,4.409304164,3.05450551,3.347863322,,46610,0.588411595
908,NLD,2016,WOMEN,50.26853845,35.965878,0.3166667,50551.43754,,,,,,,,,,,,,,5.093637871,5.250278712,5.711910138,5.761691852,6.060054243,6.196435765,5.942023215,5.78887213,6.53820931,7.38253108,7.413575852,6.830681275,6.186833082,6.113407688,4.594157821,3.514699132,5.621000834,,46610,0.582185599
991,POL,2000,MEN,48.54750781,10.245693,9.900174,10651.97324,4.993830204,87,100,100,100,100,6.635917663,2332,1.63,154935.9036,6.921769972,143174,2238385.618,5.639111343,6.998880649,8.011543706,9.17250783,8.643625242,7.533122486,6.581724788,6.949920725,8.481159299,8.003213626,6.502212333,4.049209559,4.118201214,3.666629674,2.812489263,1.719571044,1.116877217,42.01268005,4660,0.422982125
992,POL,2000,WOMEN,51.45249219,12.444401,9.900174,10651.97324,4.993830204,87,100,100,100,100,6.635917663,2332,1.63,154935.9036,6.921769972,143174,2238385.618,5.048324965,6.277720615,7.20073659,8.256945118,7.850455501,6.890646338,6.043838343,6.440804483,7.966834505,7.764703878,6.546102173,4.344706906,4.787036859,4.690355168,4.173601941,3.084028474,2.633158145,59.33383179,4660,0.457235649
993,POL,2001,MEN,48.52220331,10.602324,5.408333,11110.35596,5.32957983,87.8,100,100,100,100,6.600474153,2783,1.94,164919.7206,7.286876337,143721,2263243.027,5.337720929,6.770307142,7.791962818,9.049234575,8.81235597,7.738749523,6.664650906,6.727290342,8.256245741,8.157158916,6.851649069,4.303193916,3.982223646,3.669877065,2.861598837,1.817704529,1.208076074,45.62231064,4700,0.418301361
994,POL,2001,WOMEN,51.47779669,13.131769,5.408333,11110.35596,5.32957983,87.8,100,100,100,100,6.600474153,2783,1.94,164919.7206,7.286876337,143721,2263243.027,4.772150705,6.063996781,6.993557158,8.137601601,7.995699729,7.080117249,6.120044515,6.227475643,7.742584832,7.889690595,6.887694257,4.580489136,4.626330787,4.674118855,4.200332706,3.217780369,2.790335081,65.84654999,4700,0.455466899
995,POL,2002,MEN,48.49464637,11.16184,1.905289,11780.56697,5.395420074,88.5,100,100,100,100,6.441624547,2767,1.94,168112.3581,7.484914,142499,2246015.894,5.129638933,6.507098142,7.602527408,8.832694491,8.972120749,7.939018305,6.799458734,6.575956635,7.923624138,8.29930506,7.124166904,4.716450466,3.798394377,3.680111657,2.90180332,1.894720395,1.302910285,47.97523117,4890,0.411161734
996,POL,2002,WOMEN,51.50535363,13.968127,1.905289,11780.56697,5.395420074,88.5,100,100,100,100,6.441624547,2767,1.94,168112.3581,7.484914,142499,2246015.894,4.579895222,5.820190704,6.81302341,7.934640082,8.128141433,7.263668912,6.246963219,6.08007934,7.421406189,7.994953174,7.147931342,4.985791487,4.40905101,4.671658906,4.221104214,3.311145885,2.970355472,68.9274826,4890,0.454346619
997,POL,2003,MEN,48.46647636,12.716558,0.6826997,12259.37593,5.331739902,89.2,100,100,100,100,6.379152563,2250,1.5,168301.2695,7.288547638,150009,2309119.427,5.007261159,6.213147704,7.430929077,8.557899661,9.099581346,8.134591916,6.971759713,6.490765271,7.536211191,8.399477293,7.338465036,5.219908057,3.63222221,3.68289332,2.935344146,1.957923118,1.391619782,49.08993912,5490,0.408705042
998,POL,2003,WOMEN,51.53352364,15.578544,0.6826997,12259.37593,5.331739902,89.2,100,100,100,100,6.379152563,2250,1.5,168301.2695,7.288547638,150009,2309119.427,4.464366035,5.549596388,6.649264709,7.678565605,8.22761224,7.440955022,6.410619236,5.995118755,7.050746226,8.055739844,7.343054494,5.490617795,4.202801551,4.663609991,4.237700038,3.383810353,3.155821717,70.30137634,5490,0.452718963
999,POL,2004,MEN,48.44003281,14.055293,3.382648,13346.65463,5.356100082,89.9,100,100,100,100,6.084547668,3207,2.1,173176.0161,7.306480014,152550,2370170.256,4.948393645,5.911947406,7.245476735,8.281163151,9.160325578,8.327988083,7.162160724,6.459050148,7.173575275,8.4110729,7.52981897,5.710281366,3.579620611,3.655006117,2.963847755,2.013945216,1.46632632,50.43664169,6260,0.413771677
1000,POL,2004,WOMEN,51.55996719,17.313082,3.382648,13346.65463,5.356100082,89.9,100,100,100,100,6.084547668,3207,2.1,173176.0161,7.306480014,152550,2370170.256,4.405976098,5.273158082,6.47421897,7.418902603,8.265197582,7.613043149,6.591287224,5.961964536,6.702112108,8.033541247,7.507552408,5.98435682,4.111042492,4.62009442,4.253478229,3.454569223,3.329504807,71.45121765,6260,0.456650091
1001,POL,2005,MEN,48.41701337,14.78816,2.183797,13897.54307,5.428659916,90.6,100,100,100,100,5.950203906,3847,2.48,173079.3767,7.211977268,155359,2399887.995,4.941687227,5.640225904,7.01843824,8.035695586,9.132736239,8.515563721,7.357082546,6.471568065,6.883965763,8.308576137,7.714678013,6.12456802,3.691362917,3.587416882,2.987564217,2.065245721,1.523624801,52.4065094,7340,0.423178506
1002,POL,2005,WOMEN,51.58298663,19.000616,2.183797,13897.54307,5.428659916,90.6,100,100,100,100,5.950203906,3847,2.48,173079.3767,7.211977268,155359,2399887.995,4.394850715,5.023762908,6.262869459,7.185824494,8.223153386,7.775542429,6.774855822,5.972581302,6.419904215,7.907633547,7.658727774,6.396203716,4.192138176,4.527548242,4.269313873,3.528448406,3.486641535,74.07359314,7340,0.46196057
1003,POL,2006,MEN,48.39816291,15.662543,1.284693,15147.8265,5.204880238,91.3,100,100,100,100,5.884537714,4291,2.67,179626.8447,7.181253681,160764,2501329.889,4.99541424,5.416315776,6.750413699,7.797208493,8.99786429,8.691101525,7.583227938,6.551220528,6.649715065,8.080464492,7.856638255,6.448010625,3.930690283,3.469899456,3.003078352,2.11802865,1.660708332,53.89348984,8460,0.430486534
1004,POL,2006,WOMEN,51.60183709,20.043896,1.284693,15147.8265,5.204880238,91.3,100,100,100,100,5.884537714,4291,2.67,179626.8447,7.181253681,160764,2501329.889,4.44045067,4.820608429,6.016912782,6.961476912,8.08306184,7.916357105,6.980420862,6.049731103,6.198143907,7.682418534,7.778917436,6.725673262,4.418832934,4.372337365,4.261655773,3.564202021,3.728799064,75.78536224,8460,0.467422488
1005,POL,2007,MEN,48.38306123,15.996288,2.458743,16787.07569,4.858550072,92.1,100,100,100,100,5.465546823,5430,3.42,182442.8498,7.273469386,158761,2508333.233,5.129142694,5.231763186,6.457811417,7.589802097,8.763502068,8.84455883,7.797469608,6.688638772,6.486590018,7.74578999,7.984597921,6.698086048,4.310394985,3.306821467,3.022006598,2.161350085,1.781674216,55.24414825,9940,0.445668843
1006,POL,2007,WOMEN,51.61693877,21.277384,2.458743,16787.07569,4.858550072,92.1,100,100,100,100,5.465546823,5430,3.42,182442.8498,7.273469386,158761,2508333.233,4.557983369,4.65345175,5.750494034,6.766968446,7.855969106,8.032212592,7.172041876,6.181148017,6.042226562,7.358773338,7.877177563,6.975095379,4.806995718,4.161568205,4.265699906,3.593079472,3.949114666,77.51986694,9940,0.480709858
1007,POL,2008,MEN,48.37083925,16.592894,4.164972,18315.13109,5.025080204,92.8,100,100,100,100,5.337846448,6608,4.27,204191.3238,8.008337923,154710,2549734.111,5.304018053,5.094367357,6.155895947,7.397585182,8.468904232,8.95589735,7.995936015,6.870141012,6.394184413,7.357808404,8.071314465,6.893826913,4.766734876,3.160182442,3.031768289,2.197809904,1.883625146,57.28483963,11970,0.461457804
1008,POL,2008,WOMEN,51.62916075,22.416042,4.164972,18315.13109,5.025080204,92.8,100,100,100,100,5.337846448,6608,4.27,204191.3238,8.008337923,154710,2549734.111,4.712504212,4.528683627,5.477330858,6.587759206,7.576654619,8.106819808,7.345530797,6.352895597,5.952672807,6.984626296,7.93076686,7.161341287,5.288956832,3.961919074,4.263128506,3.620234041,4.148175573,80.97593689,11970,0.492472071
1009,POL,2009,MEN,48.36001952,17.732765,3.795393,19242.28676,4.997139931,93.5,100,100,100,100,5.005002724,8678,5.74,224246.6976,8.878320296,151121,2525778.414,5.461203616,5.006836655,5.871003638,7.191220982,8.174380614,8.996176631,8.182085407,7.075373917,6.364984457,6.997435728,8.074919723,7.069843516,5.208731365,3.118201991,3.012687334,2.22914011,1.965774317,58.47399139,12540,0.46643136
1010,POL,2009,WOMEN,51.63998048,24.428253,3.795393,19242.28676,4.997139931,93.5,100,100,100,100,5.005002724,8678,5.74,224246.6976,8.878320296,151121,2525778.414,4.850826077,4.448319053,5.220515085,6.396865357,7.298180952,8.11688812,7.503037119,6.544013355,5.922471973,6.633756353,7.904447682,7.319574559,5.760347439,3.874425691,4.22733431,3.650742746,4.328254129,83.62368774,12540,0.498936436
1011,POL,2010,MEN,48.34955045,18.926443,2.580694,20809.45684,5.052000046,94.3,100,100,100,100,5.151667136,10888,6.93,258694.1804,9.511587745,157089,2719779.151,5.560106632,4.966389527,5.623908648,6.954376593,7.9168469,8.950372642,8.357767296,7.287931289,6.393164949,6.716438572,7.974496464,7.244022204,5.584516759,3.226173614,2.958833344,2.256115282,2.028539286,58.59976959,12780,0.465325271
1012,POL,2010,WOMEN,51.65044955,25.944473,2.580694,20809.45684,5.052000046,94.3,100,100,100,100,5.151667136,10888,6.93,258694.1804,9.511587745,157089,2719779.151,4.936215698,4.409682992,4.99785998,6.179260887,7.053198177,8.050686736,7.645462219,6.737787794,5.945626934,6.354564658,7.780622942,7.468930817,6.156875555,3.955883669,4.14785898,3.6855016,4.493980362,88.32685852,12780,0.49979489
1013,POL,2011,MEN,48.33917731,19.445086,4.239401,22576.17938,4.810369968,95,100,100,100,100,4.93306577,13137,8.05,277224.4955,10.45901335,163118,2650579.805,5.73587358,4.970165511,5.404374458,6.685321354,7.684898605,8.826647936,8.522464684,7.483328008,6.457293232,6.482433548,7.7457223,7.371878184,5.8732033,3.447840268,2.864662664,2.279622616,2.164269753,57.61883926,12950,0.472747838
1014,POL,2011,WOMEN,51.66082269,27.051256,4.239401,22576.17938,4.810369968,95,100,100,100,100,4.93306577,13137,8.05,277224.4955,10.45901335,163118,2650579.805,5.092121162,4.412010214,4.802187128,5.941723148,6.842797795,7.92478445,7.778837483,6.918986426,6.010264123,6.127620781,7.546811456,7.575391663,6.463359926,4.170987836,4.00079972,3.683447276,4.707869412,89.37065125,12950,0.505726649
1015,POL,2012,MEN,48.32924198,20.423178,3.560371,23542.00296,4.810110092,95.7,100,100,100,100,4.698252972,16879,10.44,288143.3588,10.9362426,161711,2634756.464,5.72241025,5.059624674,5.224146567,6.404101238,7.495701058,8.622800498,8.691164537,7.686402166,6.591006144,6.329786395,7.432499422,7.503666062,6.10974707,3.795456956,2.737115755,2.310607312,2.283763897,57.36532974,13300,0.478905787
1016,POL,2012,WOMEN,51.67075802,28.530373,3.560371,23542.00296,4.810110092,95.7,100,100,100,100,4.698252972,16879,10.44,288143.3588,10.9362426,161711,2634756.464,5.078112965,4.489948679,4.639916682,5.691798884,6.67149522,7.728468616,7.909357545,7.102297149,6.139303769,5.977087604,7.231344788,7.675687879,6.706764874,4.545224505,3.810920713,3.700071065,4.902199063,88.94992065,13300,0.511243599
1017,POL,2013,MEN,48.31991971,21.447603,0.9919826,24422.76391,4.930870056,96.5,100,100,100,100,4.6351435,17067,10.41,294867.4648,11.40019517,164022,2586512.428,5.581625506,5.223094582,5.081482214,6.120956108,7.326400734,8.36528039,8.83396147,7.891018873,6.774942271,6.250699918,7.077787673,7.606162682,6.307638743,4.209831995,2.628277798,2.33671752,2.384121523,56.07664108,13520,0.484266638
